,Company Name,Form Type,CIK,Date Filed,File Name,Date_filed
37102,BOSTON CAPITAL TAX CREDIT FUND II LTD PARTNERSHIP,10-Q,853566,2005-02-22,edgar/data/853566/0000853566-05-000002.txt,2005-02-22
37111,BOSTON CAPITAL TAX CREDIT FUND LTD PARTNERSHIP,10-Q,835095,2005-02-22,edgar/data/835095/0000835095-05-000002.txt,2005-02-22
37311,BOSTON RESTAURANT ASSOCIATES INC,10-Q,926295,2005-03-07,edgar/data/926295/0001104659-05-009779.txt,2005-03-07
37433,BOTTOMLINE TECHNOLOGIES INC /DE/,10-Q,1073349,2005-02-08,edgar/data/1073349/0001193125-05-022216.txt,2005-02-08
37736,BOWL AMERICA INC,10-Q,13573,2005-02-08,edgar/data/13573/0000013573-05-000002.txt,2005-02-08
38141,BRADY CORP,10-Q,746598,2005-03-10,edgar/data/746598/0000950124-05-001439.txt,2005-03-10
39255,BRIDGFORD FOODS CORP,10-Q,14177,2005-03-07,edgar/data/14177/0001193125-05-043622.txt,2005-03-07
39268,BRIGGS & STRATTON CORP,10-Q,14195,2005-02-03,edgar/data/14195/0001193125-05-018037.txt,2005-02-03
39480,BRINKER INTERNATIONAL INC,10-Q,703351,2005-02-07,edgar/data/703351/0000703351-05-000026.txt,2005-02-07
40039,BROCADE COMMUNICATIONS SYSTEMS INC,10-Q,1009626,2005-03-09,edgar/data/1009626/0000950134-05-004500.txt,2005-03-09
40268,BROOKS AUTOMATION INC,10-Q,933974,2005-02-02,edgar/data/933974/0000950135-05-000410.txt,2005-02-02
40563,BROWN FORMAN CORP,10-Q,14693,2005-03-01,edgar/data/14693/0000014693-05-000031.txt,2005-03-01
40662,BROWN JORDAN INTERNATIONAL INC,10-Q,931814,2005-01-14,edgar/data/931814/0000950144-05-000288.txt,2005-01-14
41537,BUCKEYE TECHNOLOGIES INC,10-Q,899597,2005-01-28,edgar/data/899597/0000899597-05-000012.txt,2005-01-28
41755,"BUFFETS HOLDINGS, INC.",10-Q,1292731,2005-01-13,edgar/data/1292731/0001292731-05-000007.txt,2005-01-13
41885,BULL RUN CORP,10-Q,319697,2005-01-12,edgar/data/319697/0000950144-05-000227.txt,2005-01-12
42260,BURLINGTON COAT FACTORY WAREHOUSE CORP,10-Q,718916,2005-01-06,edgar/data/718916/0000718916-05-000006.txt,2005-01-06
42681,BUTLER NATIONAL CORP,10-Q,15847,2005-02-28,edgar/data/15847/0000015847-05-000003.txt,2005-02-28
42814,BWAY CORP,10-Q,943897,2005-02-16,edgar/data/943897/0001193125-05-031229.txt,2005-02-16
44319,"Brooklyn Federal Bancorp, Inc.",10-Q,1310313,2005-03-28,edgar/data/1310313/0001188112-05-000551.txt,2005-03-28
44673,C-COR INC,10-Q,350621,2005-02-02,edgar/data/350621/0001193125-05-017322.txt,2005-02-02
44805,CABOT CORP,10-Q,16040,2005-02-09,edgar/data/16040/0000950135-05-000546.txt,2005-02-09
44830,CABOT MICROELECTRONICS CORP,10-Q,1102934,2005-02-09,edgar/data/1102934/0000950137-05-001435.txt,2005-02-09
44927,CACI INTERNATIONAL INC /DE/,10-Q,16058,2005-02-09,edgar/data/16058/0001193125-05-023616.txt,2005-02-09
45039,CADMUS COMMUNICATIONS CORP/NEW,10-Q,745274,2005-02-09,edgar/data/745274/0001193125-05-022945.txt,2005-02-09
45113,CAGLES INC,10-Q,16104,2005-02-11,edgar/data/16104/0000016104-05-000004.txt,2005-02-11
45223,CAL MAINE FOODS INC,10-Q,16160,2005-01-10,edgar/data/16160/0000897069-05-000091.txt,2005-01-10
45284,CALAVO GROWERS INC,10-Q,1133470,2005-03-14,edgar/data/1133470/0000950129-05-002327.txt,2005-03-14
45430,CALIFORNIA FIRST NATIONAL BANCORP,10-Q,803016,2005-02-15,edgar/data/803016/0000803016-05-000004.txt,2005-02-15
45438,CALIFORNIA MICRO DEVICES CORP,10-Q,800460,2005-02-09,edgar/data/800460/0001193125-05-023412.txt,2005-02-09
45650,CALLWAVE INC,10-Q,1115091,2005-02-07,edgar/data/1115091/0001193125-05-020097.txt,2005-02-07
45807,CAM COMMERCE SOLUTIONS INC,10-Q,819334,2005-02-11,edgar/data/819334/0000950137-05-001604.txt,2005-02-11
46289,CAMPBELL SOUP CO,10-Q,16732,2005-03-09,edgar/data/16732/0000893220-05-000497.txt,2005-03-09
46480,CANADIAN ROCKPORT HOMES INTERNATIONAL INC,10-Q,1136263,2005-03-21,edgar/data/1136263/0001062993-05-000559.txt,2005-03-21
46495,CANAL CAPITAL CORP,10-Q,101821,2005-03-15,edgar/data/101821/0001169232-05-001652.txt,2005-03-15
46572,CANDELA CORP /DE/,10-Q,793279,2005-02-09,edgar/data/793279/0001104659-05-004840.txt,2005-02-09
46840,CANTEL MEDICAL CORP,10-Q,19446,2005-03-14,edgar/data/19446/0001104659-05-010870.txt,2005-03-14
48003,CAPITAL SOUTHWEST CORP,10-Q,17313,2005-02-04,edgar/data/17313/0001010549-05-000091.txt,2005-02-04
48283,CAPSTONE TURBINE CORP,10-Q,1009759,2005-02-09,edgar/data/1009759/0000950129-05-001095.txt,2005-02-09
48499,CARDINAL HEALTH INC,10-Q,721371,2005-02-09,edgar/data/721371/0000950152-05-000913.txt,2005-02-09
48933,CARMAX INC,10-Q,1170010,2005-01-07,edgar/data/1170010/0001170010-05-000002.txt,2005-01-07
49274,CARPENTER TECHNOLOGY CORP,10-Q,17843,2005-02-07,edgar/data/17843/0001193125-05-020689.txt,2005-02-07
49709,CARVER BANCORP INC,10-Q,1016178,2005-02-14,edgar/data/1016178/0000882377-05-000320.txt,2005-02-14
49837,CASCADE NATURAL GAS CORP,10-Q,18072,2005-02-07,edgar/data/18072/0001104659-05-004146.txt,2005-02-07
49904,CASELLA WASTE SYSTEMS INC,10-Q,911177,2005-03-11,edgar/data/911177/0001104659-05-010633.txt,2005-03-11
49949,CASEYS GENERAL STORES INC,10-Q,726958,2005-03-14,edgar/data/726958/0001193125-05-049051.txt,2005-03-14
50219,CASTLE ENERGY CORP,10-Q,709355,2005-02-14,edgar/data/709355/0000950116-05-000591.txt,2005-02-14
50282,CATALINA LIGHTING INC,10-Q,822665,2005-02-14,edgar/data/822665/0001193125-05-029455.txt,2005-02-14
50287,CATALINA MARKETING CORP/DE,10-Q,883977,2005-02-09,edgar/data/883977/0001193125-05-023376.txt,2005-02-09
50331,CATALYST SEMICONDUCTOR INC,10-Q,899636,2005-03-11,edgar/data/899636/0001104659-05-010609.txt,2005-03-11
50373,CATAPULT COMMUNICATIONS CORP,10-Q,1063085,2005-02-09,edgar/data/1063085/0000950134-05-002453.txt,2005-02-09
50919,CAVCO INDUSTRIES INC,10-Q,278166,2005-02-07,edgar/data/278166/0000950124-05-000581.txt,2005-02-07
51056,CBRL GROUP INC,10-Q,1067294,2005-03-09,edgar/data/1067294/0001067294-05-000005.txt,2005-03-09
51546,CEL SCI CORP,10-Q,725363,2005-02-14,edgar/data/725363/0001004878-05-000046.txt,2005-02-14
51564,CELADON GROUP INC,10-Q,865941,2005-02-08,edgar/data/865941/0001008886-05-000026.txt,2005-02-08
51585,"CELEBRATE EXPRESS, INC.",10-Q,1100124,2005-01-14,edgar/data/1100124/0000950124-05-000208.txt,2005-01-14
51599,CELERITEK INC/CA,10-Q,919583,2005-02-15,edgar/data/919583/0000950134-05-003185.txt,2005-02-15
51920,CENTENNIAL COMMUNICATIONS CORP /DE,10-Q,879573,2005-01-07,edgar/data/879573/0000950123-05-000160.txt,2005-01-07
52065,CENTEX CORP,10-Q,18532,2005-02-02,edgar/data/18532/0000950134-05-001907.txt,2005-02-02
52138,CENTRAL BANCORP INC /MA/,10-Q,1076394,2005-02-14,edgar/data/1076394/0000950144-05-001370.txt,2005-02-14
52255,CENTRAL GARDEN & PET CO,10-Q,887733,2005-02-03,edgar/data/887733/0001193125-05-018626.txt,2005-02-03
52372,CENTRAL PARKING CORP,10-Q,949298,2005-02-09,edgar/data/949298/0000950144-05-001083.txt,2005-02-09
52942,CERIDIAN CORP /DE/,10-Q,1124887,2005-02-18,edgar/data/1124887/0000950134-05-003406.txt,2005-02-18
53073,CERTRON CORP,10-Q,19002,2005-03-17,edgar/data/19002/0001116502-05-000458.txt,2005-03-17
53334,CHAD THERAPEUTICS INC,10-Q,713492,2005-02-10,edgar/data/713492/0000950129-05-001136.txt,2005-02-10
53482,CHAMPION INDUSTRIES INC,10-Q,19149,2005-03-11,edgar/data/19149/0000019149-05-000022.txt,2005-03-11
53515,CHAMPPS ENTERTAINMENT INC,10-Q,1040328,2005-02-11,edgar/data/1040328/0001040328-05-000003.txt,2005-02-11
53796,CHARLES RIVER ASSOCIATES INC,10-Q,1053706,2005-03-30,edgar/data/1053706/0001047469-05-008304.txt,2005-03-30
53880,CHARLOTTE RUSSE HOLDING INC,10-Q,1092006,2005-01-21,edgar/data/1092006/0001193125-05-009753.txt,2005-01-21
54020,CHARTER FINANCIAL CORP/GA,10-Q,1136796,2005-02-09,edgar/data/1136796/0001193125-05-023280.txt,2005-02-09
54107,CHASE CORP,10-Q,830524,2005-01-14,edgar/data/830524/0001104659-05-001481.txt,2005-01-14
54415,CHAUS BERNARD INC,10-Q,793983,2005-02-10,edgar/data/793983/0000950136-05-000725.txt,2005-02-10
54518,CHECKFREE CORP \GA\,10-Q,949341,2005-02-08,edgar/data/949341/0000950152-05-000856.txt,2005-02-08
55019,CHESTER VALLEY BANCORP INC,10-Q,854098,2005-02-09,edgar/data/854098/0000950154-05-000040.txt,2005-02-09
55113,CHEVY CHASE PREFERRED CAPITAL CORP,10-Q,1021179,2005-02-28,edgar/data/1021179/0001021179-05-000001.txt,2005-02-28
55607,CHINDEX INTERNATIONAL INC,10-Q,922717,2005-02-14,edgar/data/922717/0000950133-05-000486.txt,2005-02-14
56007,CHOLESTECH CORPORATION,10-Q,887227,2005-01-31,edgar/data/887227/0000950134-05-001712.txt,2005-01-31
56199,CHRISTOPHER & BANKS CORP,10-Q,883943,2005-01-06,edgar/data/883943/0001104659-05-000618.txt,2005-01-06
56248,CHRONIMED INC,10-Q,883813,2005-02-08,edgar/data/883813/0000950134-05-002294.txt,2005-02-08
56269,CHS INC,10-Q,823277,2005-01-12,edgar/data/823277/0000950134-05-000600.txt,2005-01-12
56566,CIENA CORP,10-Q,936395,2005-03-03,edgar/data/936395/0000950133-05-000870.txt,2005-03-03
56936,CINTAS CORP,10-Q,723254,2005-01-10,edgar/data/723254/0000892251-05-000016.txt,2005-01-10
56974,CIPRICO INC,10-Q,720145,2005-02-14,edgar/data/720145/0001104659-05-006331.txt,2005-02-14
57070,CIRCUIT CITY STORES INC,10-Q,104599,2005-01-07,edgar/data/104599/0000104599-05-000002.txt,2005-01-07
57121,CIRRUS LOGIC INC,10-Q,772406,2005-02-01,edgar/data/772406/0000950134-05-001800.txt,2005-02-01
57142,CISCO SYSTEMS INC,10-Q,858877,2005-02-22,edgar/data/858877/0001193125-05-033596.txt,2005-02-22
58570,CLARCOR INC,10-Q,20740,2005-03-17,edgar/data/20740/0000950137-05-003198.txt,2005-03-17
59059,CLEARCOMM L P,10-Q,1013267,2005-02-22,edgar/data/1013267/0001104659-05-007739.txt,2005-02-22
59353,CLIFTON SAVINGS BANCORP INC,10-Q,1240581,2005-02-04,edgar/data/1240581/0000909654-05-000327.txt,2005-02-04
59409,CLOROX CO /DE/,10-Q,21076,2005-02-09,edgar/data/21076/0000021076-05-000019.txt,2005-02-09
59484,CLX ENERGY INC,10-Q,317438,2005-02-01,edgar/data/317438/0001262463-05-000015.txt,2005-02-01
59532,CMGI INC,10-Q,914712,2005-03-14,edgar/data/914712/0001193125-05-049608.txt,2005-03-14
60104,CNS INC /DE/,10-Q,814258,2005-02-03,edgar/data/814258/0000897101-05-000307.txt,2005-02-03
60141,COACH INC,10-Q,1116132,2005-02-10,edgar/data/1116132/0000950123-05-001485.txt,2005-02-10
60191,COACTIVE MARKETING GROUP INC,10-Q,886475,2005-02-10,edgar/data/886475/0001019056-05-000191.txt,2005-02-10
60251,COASTAL FINANCIAL CORP /DE,10-Q,935930,2005-02-09,edgar/data/935930/0000914317-05-000497.txt,2005-02-09
60810,COGNOS INC,10-Q,746782,2005-01-06,edgar/data/746782/0001194396-05-000002.txt,2005-01-06
61163,COHERENT INC,10-Q,21510,2005-02-09,edgar/data/21510/0001104659-05-004891.txt,2005-02-09
61230,COINMACH CORP,10-Q,91693,2005-02-14,edgar/data/91693/0000950123-05-001718.txt,2005-02-14
61233,COINMACH SERVICE CORP,10-Q,1282858,2005-02-14,edgar/data/1282858/0000950123-05-001701.txt,2005-02-14
61658,COLLECTORS UNIVERSE INC,10-Q,1089143,2005-02-14,edgar/data/1089143/0001089143-05-000016.txt,2005-02-14
62751,COLUMBUS MCKINNON CORP,10-Q,1005229,2005-02-02,edgar/data/1005229/0001005229-05-000004.txt,2005-02-02
62925,COMDISCO HOLDING CO INC,10-Q,1179484,2005-02-04,edgar/data/1179484/0001179484-05-000011.txt,2005-02-04
63025,COMMAND SECURITY CORP,10-Q,864509,2005-02-10,edgar/data/864509/0001144204-05-003877.txt,2005-02-10
63167,COMMERCE ENERGY GROUP INC,10-Q,1274150,2005-03-17,edgar/data/1274150/0000950137-05-003229.txt,2005-03-17
63197,COMMERCE GROUP CORP /WI/,10-Q,109757,2005-02-11,edgar/data/109757/0000109757-05-000002.txt,2005-02-11
63408,COMMERCIAL METALS CO,10-Q,22444,2005-01-07,edgar/data/22444/0000950134-05-000360.txt,2005-01-07
64016,COMMUNITY FINANCIAL CORP /VA/,10-Q,850606,2005-02-11,edgar/data/850606/0000927089-05-000053.txt,2005-02-11
64339,COMPETITIVE TECHNOLOGIES INC,10-Q,102198,2005-03-17,edgar/data/102198/0001157523-05-002627.txt,2005-03-17
64361,COMPEX TECHNOLOGIES INC,10-Q,64578,2005-02-09,edgar/data/64578/0000950134-05-002412.txt,2005-02-09
64383,COMPOSITE TECHNOLOGY CORP,10-Q,317477,2005-02-14,edgar/data/317477/0001144204-05-004401.txt,2005-02-14
64394,COMPREHENSIVE CARE CORP,10-Q,22872,2005-01-12,edgar/data/22872/0000950144-05-000236.txt,2005-01-12
64411,COMPREHENSIVE HEALTHCARE SOLUTIONS INC,10-Q,69623,2005-01-14,edgar/data/69623/0001213900-05-000056.txt,2005-01-14
64469,COMPUTER ASSOCIATES INTERNATIONAL INC,10-Q,356028,2005-02-09,edgar/data/356028/0000950123-05-001388.txt,2005-02-09
64590,COMPUTER SCIENCES CORP,10-Q,23082,2005-02-09,edgar/data/23082/0000023082-05-000019.txt,2005-02-09
64642,COMPUWARE CORP,10-Q,859014,2005-02-03,edgar/data/859014/0000950124-05-000534.txt,2005-02-03
64686,COMTECH TELECOMMUNICATIONS CORP /DE/,10-Q,23197,2005-03-09,edgar/data/23197/0001169232-05-001557.txt,2005-03-09
64695,COMTEX NEWS NETWORK INC,10-Q,352988,2005-02-14,edgar/data/352988/0000943374-05-000156.txt,2005-02-14
64746,CONAGRA FOODS INC /DE/,10-Q,23217,2005-01-06,edgar/data/23217/0001104659-05-000528.txt,2005-01-06
64817,CONCORD CAMERA CORP,10-Q,831861,2005-02-14,edgar/data/831861/0001125282-05-000769.txt,2005-02-14
64862,CONCUR TECHNOLOGIES INC,10-Q,1066026,2005-02-09,edgar/data/1066026/0001193125-05-023234.txt,2005-02-09
64881,CONCURRENT COMPUTER CORP/DE,10-Q,749038,2005-02-04,edgar/data/749038/0001015402-05-000517.txt,2005-02-04
64928,CONEXANT SYSTEMS INC,10-Q,1069353,2005-02-08,edgar/data/1069353/0000950137-05-001341.txt,2005-02-08
65570,CONSOLIDATED GRAPHICS INC /TX/,10-Q,921500,2005-02-02,edgar/data/921500/0001104659-05-003616.txt,2005-02-02
65700,"CONSTELLATION BRANDS, INC.",10-Q,16918,2005-01-10,edgar/data/16918/0000016918-05-000003.txt,2005-01-10
65801,CONSUMERS BANCORP INC /OH/,10-Q,1006830,2005-02-14,edgar/data/1006830/0000950152-05-001163.txt,2005-02-14
65829,CONTANGO OIL & GAS CO,10-Q,1071993,2005-02-14,edgar/data/1071993/0001193125-05-028312.txt,2005-02-14
65933,CONTINUCARE CORP,10-Q,803352,2005-02-10,edgar/data/803352/0000950144-05-001110.txt,2005-02-10
66372,COOPER COMPANIES INC,10-Q,711404,2005-03-11,edgar/data/711404/0001193125-05-047928.txt,2005-03-11
66650,COPART INC,10-Q,900075,2005-03-14,edgar/data/900075/0001104659-05-010901.txt,2005-03-14
66719,COPYTELE INC,10-Q,715446,2005-03-10,edgar/data/715446/0001157523-05-002384.txt,2005-03-10
66968,CORINTHIAN COLLEGES INC,10-Q,1066134,2005-02-09,edgar/data/1066134/0001193125-05-023693.txt,2005-02-09
67612,CORRPRO COMPANIES INC /OH/,10-Q,907072,2005-02-14,edgar/data/907072/0000950152-05-001221.txt,2005-02-14
67746,CORVEL CORP,10-Q,874866,2005-02-09,edgar/data/874866/0000950137-05-001424.txt,2005-02-09
67901,COSTCO WHOLESALE CORP /NEW,10-Q,909832,2005-03-24,edgar/data/909832/0001193125-05-059697.txt,2005-03-24
68227,COURIER CORP,10-Q,25212,2005-01-25,edgar/data/25212/0001104659-05-002465.txt,2005-01-25
68669,COX TECHNOLOGIES INC,10-Q,65031,2005-03-18,edgar/data/65031/0000950164-05-000081.txt,2005-03-18
68726,CPAC INC,10-Q,351717,2005-02-11,edgar/data/351717/0000351717-05-000008.txt,2005-02-11
68769,CPI HOLDCO INC,10-Q,1279176,2005-02-08,edgar/data/1279176/0000891618-05-000127.txt,2005-02-08
68807,CRAFTMADE INTERNATIONAL INC,10-Q,856250,2005-02-09,edgar/data/856250/0000950134-05-002446.txt,2005-02-09
69088,CRANE EQUIPMENT & SERVICE INC,10-Q,1263400,2005-02-02,edgar/data/1263400/0001005229-05-000004.txt,2005-02-02
69281,CREDENCE SYSTEMS CORP,10-Q,893162,2005-03-10,edgar/data/893162/0001193125-05-046624.txt,2005-03-10
69639,CREDO PETROLEUM CORP,10-Q,277924,2005-03-17,edgar/data/277924/0001047469-05-006897.txt,2005-03-17
69652,CREE INC,10-Q,895419,2005-02-02,edgar/data/895419/0001193125-05-016922.txt,2005-02-02
69982,CRITICARE SYSTEMS INC /DE/,10-Q,812121,2005-02-11,edgar/data/812121/0001042167-05-000040.txt,2005-02-11
70378,CROSSROADS SYSTEMS INC,10-Q,1093207,2005-03-17,edgar/data/1093207/0001193125-05-054042.txt,2005-03-17
70570,CROWN CRAFTS INC,10-Q,25895,2005-02-09,edgar/data/25895/0000950134-05-002336.txt,2005-02-09
71153,CSP INC /MA/,10-Q,356037,2005-02-22,edgar/data/356037/0001193125-05-034227.txt,2005-02-22
71168,CSS INDUSTRIES INC,10-Q,20629,2005-01-26,edgar/data/20629/0000950116-05-000279.txt,2005-01-26
71306,CTI MOLECULAR IMAGING INC,10-Q,1129552,2005-02-09,edgar/data/1129552/0000950144-05-001039.txt,2005-02-09
71358,CUBIC CORP /DE/,10-Q,26076,2005-02-08,edgar/data/26076/0001104659-05-004415.txt,2005-02-08
71446,CUISINE SOLUTIONS INC,10-Q,737602,2005-01-25,edgar/data/737602/0000950133-05-000219.txt,2005-01-25
71495,CULP INC,10-Q,723603,2005-03-10,edgar/data/723603/0001157523-05-002398.txt,2005-03-10
71653,CUNO INC,10-Q,1019779,2005-02-23,edgar/data/1019779/0000950123-05-002146.txt,2005-02-23
71979,CUTTER & BUCK INC,10-Q,948069,2005-03-11,edgar/data/948069/0001104659-05-010557.txt,2005-03-11
72630,CYANOTECH CORP,10-Q,768408,2005-02-14,edgar/data/768408/0001104659-05-006229.txt,2005-02-14
72665,CYBERGUARD CORP,10-Q,927133,2005-02-04,edgar/data/927133/0001193125-05-019857.txt,2005-02-04
72684,CYBERONICS INC,10-Q,864683,2005-03-04,edgar/data/864683/0000950129-05-001977.txt,2005-03-04
72899,CYPRESS COMMUNICATIONS HOLDING CO INC,10-Q,1056064,2005-02-04,edgar/data/1056064/0000950144-05-000855.txt,2005-02-04
73153,CalAmp Corp.,10-Q,730255,2005-01-11,edgar/data/730255/0000730255-05-000004.txt,2005-01-11
73646,"Cellu Tissue Holdings, Inc.",10-Q,1295976,2005-01-10,edgar/data/1295976/0001104659-05-000941.txt,2005-01-10
74969,D & K HEALTHCARE RESOURCES INC,10-Q,888914,2005-02-09,edgar/data/888914/0000950137-05-001398.txt,2005-02-09
75245,DAILY JOURNAL CORP,10-Q,783412,2005-02-14,edgar/data/783412/0001193125-05-028533.txt,2005-02-14
75317,DAKOTA GROWERS PASTA CO INC,10-Q,1166347,2005-03-16,edgar/data/1166347/0001104659-05-011413.txt,2005-03-16
75319,DAKTRONICS INC /SD/,10-Q,915779,2005-02-25,edgar/data/915779/0000915779-05-000018.txt,2005-02-25
75825,DARDEN RESTAURANTS INC,10-Q,940944,2005-01-07,edgar/data/940944/0000940944-05-000016.txt,2005-01-07
76035,DATARAM CORP,10-Q,27093,2005-03-10,edgar/data/27093/0001001746-05-000010.txt,2005-03-10
76056,DATASCOPE CORP,10-Q,27096,2005-02-09,edgar/data/27096/0001125282-05-000550.txt,2005-02-09
76073,DATASTREAM SYSTEMS INC,10-Q,938481,2005-03-23,edgar/data/938481/0001193125-05-058736.txt,2005-03-23
76117,DATAWATCH CORP,10-Q,792130,2005-02-09,edgar/data/792130/0001072613-05-000265.txt,2005-02-09
76741,DAWSON GEOPHYSICAL CO,10-Q,351231,2005-02-14,edgar/data/351231/0000950134-05-003077.txt,2005-02-14
77405,DEERE & CO,10-Q,315189,2005-03-14,edgar/data/315189/0001104659-05-010879.txt,2005-03-14
77442,DEERE JOHN CAPITAL CORP,10-Q,27673,2005-03-14,edgar/data/27673/0001104659-05-010883.txt,2005-03-14
77661,DEL GLOBAL TECHNOLOGIES CORP,10-Q,27748,2005-03-17,edgar/data/27748/0000921895-05-000345.txt,2005-03-17
77679,DEL MONTE FOODS CO,10-Q,866873,2005-03-10,edgar/data/866873/0001193125-05-045805.txt,2005-03-10
78073,DELPHAX TECHNOLOGIES INC,10-Q,350692,2005-02-14,edgar/data/350692/0000950134-05-003058.txt,2005-02-14
78141,DELTA & PINE LAND CO,10-Q,902277,2005-01-10,edgar/data/902277/0000902277-05-000008.txt,2005-01-10
78218,DELTA APPAREL INC,10-Q,1101396,2005-02-09,edgar/data/1101396/0000950144-05-001025.txt,2005-02-09
78246,DELTA MILLS INC,10-Q,1046860,2005-02-15,edgar/data/1046860/0001019892-05-000055.txt,2005-02-15
78257,DELTA NATURAL GAS CO INC,10-Q,277375,2005-02-08,edgar/data/277375/0000277375-05-000004.txt,2005-02-08
78278,DELTA PETROLEUM CORP/CO,10-Q,821483,2005-02-09,edgar/data/821483/0001193125-05-023696.txt,2005-02-09
78301,DELTA WOODSIDE INDUSTRIES INC /SC/,10-Q,806624,2005-02-15,edgar/data/806624/0001019892-05-000056.txt,2005-02-15
79508,DEVRY INC,10-Q,730464,2005-02-09,edgar/data/730464/0000730464-05-000004.txt,2005-02-09
79557,DEWEY ELECTRONICS CORP,10-Q,28561,2005-02-14,edgar/data/28561/0000028561-05-000003.txt,2005-02-14
79853,DIAMONDCLUSTER INTERNATIONAL INC,10-Q,924940,2005-02-09,edgar/data/924940/0000950137-05-001407.txt,2005-02-09
79893,DIASENSE INC/PA,10-Q,895650,2005-01-24,edgar/data/895650/0000895650-05-000001.txt,2005-01-24
80111,DIEDRICH COFFEE INC,10-Q,947661,2005-02-07,edgar/data/947661/0001193125-05-021072.txt,2005-02-07
80177,DIGENE CORP,10-Q,1011582,2005-02-08,edgar/data/1011582/0000950133-05-000371.txt,2005-02-08
80197,DIGI INTERNATIONAL INC,10-Q,854775,2005-02-04,edgar/data/854775/0000950134-05-002100.txt,2005-02-04
80339,DIGITAL IMPACT INC /DE/,10-Q,1095105,2005-02-14,edgar/data/1095105/0001104659-05-006308.txt,2005-02-14
81428,DIMON INC,10-Q,939930,2005-02-08,edgar/data/939930/0000939930-05-000005.txt,2005-02-08
81548,DIONEX CORP /DE,10-Q,708850,2005-02-09,edgar/data/708850/0000950134-05-002413.txt,2005-02-09
81776,DITECH COMMUNICATIONS CORP,10-Q,1080667,2005-03-10,edgar/data/1080667/0001104659-05-010399.txt,2005-03-10
82206,DOCUCORP INTERNATIONAL INC,10-Q,1033864,2005-03-11,edgar/data/1033864/0000950134-05-004726.txt,2005-03-11
82454,DOLLAR FINANCIAL CORP,10-Q,1271625,2005-02-11,edgar/data/1271625/0001028643-05-000011.txt,2005-02-11
82498,DOLLAR FINANCIAL GROUP INC,10-Q,1028643,2005-02-11,edgar/data/1028643/0001028643-05-000012.txt,2005-02-11
82843,DONALDSON CO INC,10-Q,29644,2005-03-07,edgar/data/29644/0000897101-05-000653.txt,2005-03-07
83741,DPAC TECHNOLOGIES CORP,10-Q,784770,2005-01-14,edgar/data/784770/0001104659-05-001350.txt,2005-01-14
83982,DRESS BARN INC,10-Q,717724,2005-03-23,edgar/data/717724/0000717724-05-000008.txt,2005-03-23
84771,DRS TECHNOLOGIES INC,10-Q,28630,2005-02-09,edgar/data/28630/0001047469-05-002924.txt,2005-02-09
85215,DUALSTAR TECHNOLOGIES CORP,10-Q,929546,2005-02-04,edgar/data/929546/0001157523-05-001071.txt,2005-02-04
85961,DUPONT PHOTOMASKS INC,10-Q,1012128,2005-02-08,edgar/data/1012128/0001104659-05-004646.txt,2005-02-08
86393,DYCOM INDUSTRIES INC,10-Q,67215,2005-03-10,edgar/data/67215/0000950144-05-002315.txt,2005-03-10
86468,DYNACQ HEALTHCARE INC,10-Q,890908,2005-01-07,edgar/data/890908/0001193125-05-003122.txt,2005-01-07
86476,DYNAMEX INC,10-Q,1015483,2005-03-09,edgar/data/1015483/0001104659-05-010177.txt,2005-03-09
86646,DYNTEK INC,10-Q,879465,2005-02-14,edgar/data/879465/0000891092-05-000312.txt,2005-02-14
87442,E DIGITAL CORP,10-Q,886328,2005-02-14,edgar/data/886328/0001144204-05-004499.txt,2005-02-14
87626,EAGLE BROADBAND INC,10-Q,1023139,2005-01-18,edgar/data/1023139/0001157523-05-000328.txt,2005-01-18
87641,EAGLE FAMILY FOODS HOLDINGS INC,10-Q,1054040,2005-02-15,edgar/data/1054040/0001193125-05-030508.txt,2005-02-15
87643,EAGLE FAMILY FOODS INC,10-Q,1059761,2005-02-15,edgar/data/1059761/0001193125-05-030508.txt,2005-02-15
87682,EAGLE MATERIALS INC,10-Q,918646,2005-02-07,edgar/data/918646/0000950134-05-002176.txt,2005-02-07
88139,EASY GARDENER PRODUCTS LTD,10-Q,1210936,2005-02-14,edgar/data/1210936/0001169232-05-000924.txt,2005-02-14
88258,EATON VANCE CORP,10-Q,350797,2005-03-09,edgar/data/350797/0001145443-05-000441.txt,2005-03-09
88446,"EAUTOCLAIMS, INC",10-Q,1034694,2005-03-17,edgar/data/1034694/0001034694-05-000029.txt,2005-03-17
88834,ECOLOGY & ENVIRONMENT INC,10-Q,809933,2005-03-15,edgar/data/809933/0000809933-05-000007.txt,2005-03-15
89280,EDUCATION MANAGEMENT CORPORATION,10-Q,880059,2005-02-09,edgar/data/880059/0001193125-05-023662.txt,2005-02-09
89294,EDUCATIONAL DEVELOPMENT CORP,10-Q,31667,2005-01-14,edgar/data/31667/0000950134-05-000737.txt,2005-01-14
89318,EDWARDS A G INC,10-Q,718482,2005-01-10,edgar/data/718482/0000718482-05-000002.txt,2005-01-10
89511,EGAIN COMMUNICATIONS CORP,10-Q,1066194,2005-02-14,edgar/data/1066194/0001193125-05-029386.txt,2005-02-14
90053,ELECTRO RENT CORP,10-Q,32166,2005-03-25,edgar/data/32166/0000032166-05-000004.txt,2005-03-25
90065,ELECTRO SCIENTIFIC INDUSTRIES INC,10-Q,726514,2005-03-23,edgar/data/726514/0001104659-05-012517.txt,2005-03-23
